"author","authorIsChannelOwner","cid","comment","commentsCount","hasCreatorHeart","pageUrl","publishedTimeText","replyCount","replyToCid","title","type","videoId","voteCount"
"@nurarini9018","false","UgwqMvsmXH8EBqv7UqB4AaABAg","Mending keluarin Suzuki Fronx","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","11 hours ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@awiaja2915","false","UgyPUCwo7V4ZL6XUJZ94AaABAg","lah itu layar dashboardnya aja nutupin kaca depan, mmg sih masih konsep","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","19 hours ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@frdystywn0771","false","UgydH-g-wcR3Xf30TMN4AaABAg","Ignis cros🎉","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","1 day ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@mildavid","false","UgySt_KDA0pZQ0FaRAN4AaABAg","Ini beberapa harga om? 1:38","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","2 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@buwubanov","false","UgwhVdCy71so8G2SnLh4AaABAg","Kelamaan, mobil Tiongkok udah banjir di sini, ini masih konsep2 aja. Padahal Toyota udah mulai produksi dari kemarin2","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","2 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@nurhidayah-cp9ox","false","UgynJGMdwoKJgeGKkzB4AaABAg","Bukan mpv ya.. mn bisa lawan m6 byd😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","2 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@kaivanautomotive4378","false","UgzPgvOHH1vJ8XRixbJ4AaABAg","Pesan pertama buat SUZUKI, kalau memang mobil ini mau di jual di Indonesia, siapkan atau tersediakan spare partnya! Jangan kayak Hybridnya, beli Aki buat Hybrid aja perlu indent 2 - 3 bulan buset deh!","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","3 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@doyanmakanhobifoto","false","Ugxdd2eAFenPVGDsY654AaABAg","04:29 susah banget buka pintunya","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","3 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@MrThomasrichi","false","UgwTxiEnf_f0EHeKADR4AaABAg","Yang pasti selama infrastruktur dan ekosistem ev di Indonesia belum berkembang belum menarik untuk menggunakan ev sebagai daily driver kecuali buat mereka yang fomo dan punya duit lebih","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","3 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@cikokustamsi1453","false","Ugw_a9sG8MwUDa-q9QF4AaABAg","langsung ke 7 seater aja.. ev tembus 600km tapi harga di 350-450jt, dijamin laris krn bisa dipakai mudik.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","3 days ago","1",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@agungsetiadi2066","false","Ugw3qGyanqfhwlHwNkZ4AaABAg","Iterior boleh berubah tapi eksterior jangan. EVX sudah lumayan dapat perhatian karena designnya cukup menarik. Masalah harga, silahkan komparasi dengan mobil produk China yang setera.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","3 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@JOhnSmith-qt3zs","false","UgyFdqSquylZVYKyC314AaABAg","Toyota aja gagal di EV, apalagi pabrikan kecil macam Suzuki. Dulu model Suzuki itu bagus, sempat punya Swift juga. Brand new di tahun 2006. Desain Eropa. Swift yang sekarang, astaga. My next EV will be Chinese Inshallah. BYD Seal.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","4 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@irmanwibowo1157","false","UgyWCGGDjEZfvlGfOlB4AaABAg","bused bantai ?? kata2nya min walah","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","4 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@Anggarif72","false","UgyJGfuvd62fTqYjoyt4AaABAg","Jika Suzuki siap membantai mobil China, maka siap turun harga seharga mobil China","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","5 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@NinaMuhyati","false","UgzNc1UjuXA4cY_zsQZ4AaABAg","Ngeri mobilnya ,wah banget ,gak cocok di saya ,saya hanya tukang baso kelililng","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","5 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@khoirulmtm5751","false","Ugyfusumq8rz6uHNPtt4AaABAg","mobil konsep sijuki keren2 tp pas masuk produksi juelek😂🤣","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","5 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@marcellinussandhy1852","false","UgyK9HZRSa52ebcJOoZ4AaABAg","Intinya tunggu aja, beneran kaya gini apa engga 😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","5 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@preddyreinrein5283","false","UgyjRrSi_NhJkDz8Ib94AaABAg","Hahaha gak akan terealisasi😅","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","5 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@apakek701","false","Ugx6eX-5kNaCEHnW2fh4AaABAg","Keren,manteeebbb,
Yg norak cuma Velgnya","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","6 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@ahsshelby2505","false","UgzU1Amq-Jd5F3YT81d4AaABAg","👍","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","6 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@awiaja2915","false","Ugw_a9sG8MwUDa-q9QF4AaABAg.A6Mao63XPSBA6TRnEXXc-A","nanti sampai kampung repot nge charge dimana","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","20 hours ago","0","Ugw_a9sG8MwUDa-q9QF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@motivasipagi2451","false","Ugwh1EeoBuldK0M8Stl4AaABAg","sizuki mimpi aja lah. selama kiblatnya ke india","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","6 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@dayanarung","false","UgwIo4Hz2rZBRCm45Cx4AaABAg","3:06","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","6 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@faizalrachman9606","false","UgxkqirBi4fzqZGmD_14AaABAg","Suzuki klo mobil nya laris dihadang ama salesnya dengan menaikan harga... TRAGEDI JIMNY","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","6 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@xp2autocare","false","UgwXi-AQpKbUZOtrIZl4AaABAg","N...I...C....E.....!!!!!!!!!","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","7 days ago (edited)","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@GoriusBungo","false","UgxW2I3qRYOC_V2ElD54AaABAg","Mobil suzuki ev konsep akan siap melibas mobil2 ev China yg sudah berulangkali diupgrade.?","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","7 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@DavidJordan-ut7im","false","UgyVZtpkSxeMRW10XrJ4AaABAg","hmm.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","7 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@eengpranata5611","false","UgyW2ShVBFgFkafHDEp4AaABAg","Suzuki itu klo mobil konsepnya cakep bner, tpi klo udh kluar biasanya selera prindavan 😭","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","7 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@cofeeblack3753","false","Ugy0oQoyiOf14tCWiyh4AaABAg","Next tukar tambah sama xl 7","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","8 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@edikacong9670","false","UgxktqPEs5ZMaFEGwsB4AaABAg","Om bahas jetour x70 plus","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","8 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@ovichandra2526","false","UgyjKAOx4ATy2_5onN14AaABAg","sayang masih konsep, mobil cina sdh banjir...","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","8 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@AI-ih4gt","false","UgzNVhIduP6GltAtOQh4AaABAg","Ahh baru concept rilisnya jauh😂😂😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","8 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@dikoandara9563","false","UgxY34vZCexMiKGmtdN4AaABAg","Headunit nya ganggu pandangan banget seperti nya","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","8 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@giansukmoro4376","false","Ugzcw90itMy606cOVL94AaABAg","Kayaknya ini bukan bikinan Suzuki India deh..","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","8 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@ayoprinmedia2274","false","Ugwm8QvnofLFxZK5Xc54AaABAg","paling yg diproduksi mobil kaya espreso, udah apal modus2 susuki wkwkwk","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","8 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@namasaya7881","false","UgycTnsdMSkBQ3xVGTp4AaABAg","Start from 450 juta kayaknya","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@namasaya7881","false","Ugxg87v8nhZKhghG6od4AaABAg","Gua suka mobil kekinian yang desainya mengkotak","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@shariftalib3998","false","UgwF04zk3YDm9zaefE14AaABAg","Mobil india vs mobil china","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@maula2023","false","UgxWjRRmB8T1BSEKGFx4AaABAg","Kereeeeennn ❤","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@imadeedisastrawan5983","false","UgwfFr1cZB8KPgpJ86F4AaABAg","Tolong bawa designer suzuki tahun 2008-2015, jaman sx4, swift, grand vitara","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@ilhamiskandar6786","false","UgzH8rp5g-ITyQ9vZ2l4AaABAg","Review Mazda cx 60 pro dong.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@taksionlineelektricchannel6842","false","Ugznk8aHbWiTQxTVk5l4AaABAg","Suzuki yakin bisa hajar mobil listrik China..? Dari segi harga saja tdk mungkin....😂😂😂😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","1",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@hpsamsungku272","false","UgxsHqDRfXxGKl_WceZ4AaABAg","Selama desainnya versi frindavan ya mustahil, yg sekarang aja jelek2😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@webetambun","false","Ugz0fv9ZvDXrpQGTTp94AaABAg","Suzuki mulai berulah, pabrikan lain pasti berbenah nih😅, kelainan Suzuki kan kalo inovasi selalu melampaui zaman, contoh kecil aja di motornya yg sudah cvt elektronik dan saya katakan futuristik utk dimotor, malah di pakai produsen lain saat ini dgn nama lain yg blunder😅.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@antoniodalopez5518","false","Ugytk0W-PCU69_c4r5F4AaABAg","Alhamdulillah saya baru seminggu meminang XL7 Alpha Hybrid 
setelah lama riset banding2in dengan mobil sekelasnya dan pilihan saya tidak salah, mobil kedap, kaki2 senyap, injek gas nggak terasa tiba2 udah 120km aja😆 
pintu berat (body tebel), build qualitynya joss👍","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","5",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","17"
"@kurniawaneko2859","false","UgwqiqV9qbRtO6OKdB14AaABAg","Bagus desainnya ❤ toooooop","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@sasmitadwidhananta","false","Ugz0W2wlwOMvR3qA5nB4AaABAg","Mobil konsepnya suzuki dan produksinya beda jauhh, jauh lebih bagus yg konsep *biasanya begitu","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@tsaixianfeng","false","Ugzf-JV0-S8WNluvp5R4AaABAg","bagian yg hrs dibawa ke versi produksi adalah semuanya... keren banget nih... cakep banget nih mobil","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@hobbykoleksi","false","UgwGdeqv1WUwfD8kAsp4AaABAg","harga nya nanti bikin sakit ginjal...wkwkw","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@user-qd6cy9ub2d","false","UgxQ5uChZM_8ZIchztd4AaABAg","masuk indonesia paling juga jadi nya di atas 800 juta","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@bernaridho","false","UgzGFZkc6BZFiWNVMNZ4AaABAg","Buang too much space di belakang.  Boxy-kan dikit. Gear shift bagus. Dari P bisa langsung ke D tanpa lewat R.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@cevinzhuang","false","Ugx2puiF15oFXZ-cXwl4AaABAg","✌👍👌","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@jeffriecahyadi5459","false","Ugykh8LUz4H9DPG48qJ4AaABAg","Judul nya lebai jangan remehkan pabrik kan China","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","1",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@wetanprogo3731","false","Ugxtqy6bFEP-86aCgwN4AaABAg","Naiis","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@GRANDTRUSMO","false","UgyVii-ejX6X2IDNICt4AaABAg","400jt ehh 500jt klo mau cepet","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@haripamungkas7302","false","Ugx_Mk15-YMWHUb4WKx4AaABAg","G yakin modelnya sama😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@minority7590","false","UgwRd_Uzl6uke17KUrZ4AaABAg","Pasti modelnya bukan selera Prindavan","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@ridzkiweh","false","Ugw3F3HvWFK3Us1SpQV4AaABAg","Tombol kapasitiv di setir gakan bikin salah pijit tuh nanti?","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@muhammadtaufiq1260","false","UgzJyFMZPeF9T47F6lR4AaABAg","Bedanya sijuki mobil konsepnya selalu beneran konsep, ga kyk h tegak dan telu berlian yg majang prototipe sbg konsep akhirnya influencer asian value selalu nganggap h tegak dan telu berlian keren sijuki underrated","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@Anjing_Galak","false","UgyaJ74C7Dfrrdf-j5N4AaABAg","Suzuki biasanya melenceng dari konsepnya. Interior sih yakin ga bakal seperti itu","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@BriscoRusly","false","UgwS04-TTCcbQu9ejRt4AaABAg","Request dong BYD M6.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@namasaya7881","false","Ugznk8aHbWiTQxTVk5l4AaABAg.A66sGMq_JDfA68COgI9HmQ","Pasti di atas 500 juta kalau di suzuki","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0","Ugznk8aHbWiTQxTVk5l4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@blackclaw409","false","Ugytk0W-PCU69_c4r5F4AaABAg.A66LOo9l82OA68JNo7kS92","Soal build quality malah suzuki diatas toyota. Cuma kalah brand sama resale value doang","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0","Ugytk0W-PCU69_c4r5F4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@cofeeblack3753","false","Ugytk0W-PCU69_c4r5F4AaABAg.A66LOo9l82OA6AnrdCyez7","Saya pakai XL 7 2019 om, bandel dan tangguh irit lagi","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","8 days ago","0","Ugytk0W-PCU69_c4r5F4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@lutfinoehrahnat5769","false","Ugytk0W-PCU69_c4r5F4AaABAg.A66LOo9l82OA6E1TeYqbWQ","Yg paling oke transmisinya Suzuki tidak latah cvt,","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","6 days ago","0","Ugytk0W-PCU69_c4r5F4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@isabaguss3731","false","Ugytk0W-PCU69_c4r5F4AaABAg.A66LOo9l82OA6LJ3fAc036","Sebagai k waspadaan aja pabrik Suzuki d Thailan tutup krn penjualan yg turun drastis, d Indonesia sendiri sdh mulai ada keluhan krn penjualan mobil baru menurun, tp penjualan mobil listrik naik","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","3 days ago (edited)","0","Ugytk0W-PCU69_c4r5F4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@kaivanautomotive4378","false","Ugytk0W-PCU69_c4r5F4AaABAg.A66LOo9l82OA6NTKDovUQO","Siap - siap buat cari AKI-nya om, saya Hybrid Ertiga aja susah cari AKI-nya om, masa iya perlu indent 2 - 3 bulan, akhirnya diakalin pakai GS calcium wkwkkwkwk 🤣🤣","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","3 days ago","0","Ugytk0W-PCU69_c4r5F4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@alle1205","false","Ugykh8LUz4H9DPG48qJ4AaABAg.A65nxnBZ4VqA662VVcQ4No","Ya namanya juga judul dibikin lebay biar menarik dibuka","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0","Ugykh8LUz4H9DPG48qJ4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@rofflyedwin2423","false","UgxH77s8yM-M8Kd9xNB4AaABAg","pasti harganya mirip2 hundai sekarang, mimpi klo harga dibawah 300jt","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@rudikoswara1295","false","UgxAeg9jhyWZ2rNbjQJ4AaABAg","Masih konsep..😂😂😂
Pabrikan jepun, nangis gak besuara...
Dah Di injek2 ama mochin","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@FCS2206","false","UgytZCjPuP9bid51_4p4AaABAg","Yang selalu kuperhatikan waktu om rosano ngomong ""untuk detailnya simak sepuwuharik dari..."" Cepet banget ngomongnya 😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","1",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","2"
"@lelucon8469","false","UgwthSgltagrSVqPR8R4AaABAg","Kalian inget Suzuki Baleno consep, sangat jauh dari konsep ,jng berharap dia bakal bagus dan sama","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","2"
"@ZainalArifin-bm5nc","false","UgyPn2ryzfEPum9RHjZ4AaABAg","Wow","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
